iter	Logloss
360	0.1579383646
361	0.1577067161
362	0.1574188146
363	0.1571977725
364	0.1568126554
365	0.1565119777
366	0.1561576753
367	0.1556819868
368	0.1553169678
369	0.1549886728
370	0.1546178458
371	0.1542456018
372	0.1539350402
373	0.1536377945
374	0.1534221184
375	0.153180931
376	0.1527972109
377	0.1525170318
378	0.1521597311
379	0.1518934944
380	0.1515844792
381	0.15127124
382	0.1509545114
383	0.1506835818
384	0.150261088
385	0.1500307002
386	0.1497596432
387	0.149543643
388	0.1492145524
389	0.1489560399
390	0.1487358848
391	0.1484422427
392	0.1481540286
393	0.1479166114
394	0.1476659686
395	0.1473336511
396	0.1470303518
397	0.146691077
398	0.1463291518
399	0.1459380217
400	0.1456527974
401	0.145373952
402	0.1451669049
403	0.1447562803
404	0.1445710249
405	0.1442603413
406	0.1440635466
407	0.1438390969
408	0.1435240499
409	0.1432578908
410	0.1428465154
411	0.142477893
412	0.1423383011
413	0.1419629914
414	0.1416702163
415	0.1414311004
416	0.1411921048
417	0.1409666714
418	0.1407684384
419	0.140659641
420	0.1405271181
421	0.1402593646
422	0.140034396
423	0.1398289506
424	0.1396250766
425	0.1392967918
426	0.1391287525
427	0.1387628846
428	0.1384323679
429	0.1382578405
430	0.1380358269
431	0.1378277759
432	0.1375419907
433	0.1371987103
434	0.1368396728
435	0.1365202496
436	0.1363180031
437	0.1359201548
438	0.135704467
439	0.1353388701
440	0.1350426923
441	0.1346251596
442	0.1343031001
443	0.1340898649
444	0.1339020458
445	0.1337273663
446	0.1334008623
447	0.1332352879
448	0.1328625832
449	0.1326873388
450	0.1323323553
451	0.1321207416
452	0.131860228
453	0.131602453
454	0.1312605373
455	0.1310634874
456	0.1308415694
457	0.1306540087
458	0.1304508765
459	0.1302107277
460	0.1299202606
461	0.1296416262
462	0.1293683575
463	0.1291794735
464	0.128878027
465	0.1286375856
466	0.1283158257
467	0.1279134504
468	0.1277418842
469	0.1275131966
470	0.1272900178
471	0.1271046495
472	0.1269341643
473	0.1266974329
474	0.1264200255
475	0.1262065213
476	0.1259071165
477	0.1256162499
478	0.1254728322
479	0.1252547683
480	0.1249998822
481	0.1248114703
482	0.1245359932
483	0.1242059899
484	0.1240011231
485	0.1238172167
486	0.1235877607
487	0.1233534147
488	0.1230718315
489	0.1228519329
490	0.1225928559
491	0.1223446035
492	0.1221415771
493	0.121980658
494	0.1218019173
495	0.1215958511
496	0.1212500041
497	0.1210802373
498	0.1209273861
499	0.1206059111
500	0.1204578769
501	0.120254625
502	0.1200909871
503	0.11988984
504	0.1197560334
505	0.1195127359
506	0.1193160223
507	0.119161356
508	0.1190445025
509	0.1188391374
510	0.1187388685
511	0.1185263138
512	0.1183472565
513	0.1181932574
514	0.1180039986
515	0.1178544045
516	0.1177330219
517	0.1175213924
518	0.1173687618
519	0.1172411113
520	0.1169867153
521	0.1167783164
522	0.1166871807
523	0.116496693
524	0.1161952685
525	0.1159910964
526	0.1157137545
527	0.1155145124
528	0.1152728101
529	0.1150734011
530	0.1149269044
531	0.1148275052
532	0.114671057
533	0.1145673406
534	0.1143218368
535	0.1141579154
536	0.1138810649
537	0.1136904627
538	0.1135466585
539	0.1133453979
540	0.1131617539
541	0.113018344
542	0.112867443
543	0.1126131018
544	0.112482558
545	0.1122576141
546	0.1121243695
547	0.1119161927
548	0.1118197343
549	0.1116637515
550	0.1114877882
551	0.1112835754
552	0.1111417477
553	0.1109883115
554	0.1108194285
555	0.1106805874
556	0.1105417873
557	0.1104239955
558	0.1102459535
559	0.1101141274
560	0.109916862
561	0.1097604656
562	0.1096614203
563	0.1094746919
564	0.1093061261
565	0.109180206
566	0.1090709851
567	0.1088669059
568	0.1086643868
569	0.1085296804
570	0.1082898597
571	0.1081047263
572	0.1078325592
573	0.1075562239
574	0.1073766698
575	0.1071997065
576	0.1070927999
577	0.1069471117
578	0.1067469628
579	0.1066141623
580	0.106470662
581	0.1062611516
582	0.106107677
583	0.1059475193
584	0.105831099
585	0.1057537488
586	0.1055757169
587	0.1054635685
588	0.1053519651
589	0.1051811257
590	0.1051016624
591	0.1048614434
592	0.1047293366
593	0.1046396433
594	0.1045185873
595	0.1043261954
596	0.104155794
597	0.1039940897
598	0.1037506252
599	0.1035426564
600	0.1033696598
601	0.1032113538
602	0.1030802291
603	0.1029070194
604	0.1026709181
605	0.1024801261
606	0.1022774592
607	0.1021228198
608	0.1019936971
609	0.1018014465
610	0.1017287464
611	0.1015723484
612	0.1013952123
613	0.1012439628
614	0.1010946051
615	0.1008746054
616	0.1007656209
617	0.1006629292
618	0.1004957308
619	0.1004031837
620	0.1003046299
621	0.1000623978
622	0.09996400009
623	0.09980046021
624	0.09970865588
625	0.09949304564
626	0.09929803416
627	0.09917633156
628	0.09904768739
629	0.09896931439
630	0.09875442094
631	0.09858252129
632	0.09840039103
633	0.09822378372
634	0.09807773084
635	0.09794214999
636	0.09783680717
637	0.09762025738
638	0.09744329557
639	0.09729508262
640	0.09714848343
641	0.09700686106
642	0.0968306085
643	0.09675019788
644	0.09666200144
645	0.09652862513
646	0.09642275853
647	0.09625404781
648	0.09610560577
649	0.095980513
650	0.09590338641
651	0.09577370774
652	0.09568265785
653	0.09555209668
654	0.09535375744
655	0.09523565972
656	0.09506578765
657	0.09497665693
658	0.09484285631
659	0.09470098917
660	0.09453942637
661	0.09443628022
662	0.09427675856
663	0.09416712564
664	0.09404788142
665	0.09388362918
666	0.09378328131
667	0.09372467176
668	0.0935863823
669	0.09348912335
670	0.09336595051
671	0.09324759761
672	0.09310967399
673	0.09297312025
674	0.09284072783
675	0.09263324822
676	0.09256787407
677	0.09245743526
678	0.0923931592
679	0.09227266862
680	0.09213119761
681	0.09203284222
682	0.09197080455
683	0.09184477831
684	0.09174375999
685	0.09168631924
686	0.09157668051
687	0.09144857768
688	0.09128669794
689	0.09109293019
690	0.09096706207
691	0.09078695525
692	0.09061194867
693	0.09052483361
694	0.09041882147
695	0.0902754367
696	0.09012039807
697	0.08998479003
698	0.08987334718
699	0.08972313891
700	0.08962473949
701	0.08950606876
702	0.08940448656
703	0.08924036516
704	0.08908694974
705	0.08896469751
706	0.08882762893
707	0.08865307558
708	0.08853994053
709	0.08838621156
710	0.08831855668
711	0.08822383511
712	0.08813590677
713	0.08799267295
714	0.08787035694
715	0.08775726754
716	0.08756659149
717	0.0874399565
718	0.08736408337
719	0.0872502192
720	0.0870991692
721	0.086985901
722	0.08682444875
723	0.08673483034
724	0.08663949526
725	0.08656934234
726	0.08636067795
727	0.08621459597
728	0.08613937733
729	0.0860134787
730	0.085933517
731	0.08581696053
732	0.08572144251
733	0.08565382354
734	0.08553388928
735	0.08534844334
736	0.085218122
737	0.08511549771
738	0.08500633503
739	0.08485786142
740	0.08473043632
741	0.08453726054
742	0.08446034726
743	0.08437482054
744	0.08423005132
745	0.08409129714
746	0.08395042159
747	0.08383955288
748	0.08369279014
749	0.08362902632
750	0.0835795544
751	0.08348174991
752	0.08333330337
753	0.08325063529
754	0.08310116852
755	0.08301454425
756	0.08296270592
757	0.08287847573
758	0.08281800577
759	0.08270819075
760	0.08258397756
761	0.08252567209
762	0.08239419449
763	0.08232357522
764	0.08219918225
765	0.08203865618
766	0.08187881842
767	0.081788214
768	0.08168251751
769	0.08149828914
770	0.08140013383
771	0.08126079004
772	0.081190684
773	0.08112602319
774	0.0809850266
775	0.08092222784
776	0.08078217215
777	0.08065321893
778	0.08056884336
779	0.08042458722
780	0.08035599463
781	0.08023445678
782	0.08011548788
783	0.07999612249
784	0.07991314501
785	0.07984094304
786	0.07978707228
787	0.07970475911
788	0.07958522795
789	0.07951523366
790	0.07943709053
791	0.07926857549
792	0.07918826337
793	0.07907286349
794	0.07895918284
795	0.0788721575
796	0.07882956908
797	0.07875418651
798	0.07869303765
799	0.07858544467
800	0.07848365705
801	0.07841666742
802	0.07834792969
803	0.0782559284
804	0.07814550861
805	0.07804325225
806	0.07799890142
807	0.07792194399
808	0.07784620212
809	0.07770909488
810	0.07759085452
811	0.07747002954
812	0.07731648998
813	0.07719778429
814	0.07714226744
815	0.07698823995
816	0.07681652377
817	0.07665787747
818	0.07658317103
819	0.07641672169
820	0.07628377232
821	0.07614751293
822	0.07597283066
823	0.07587287464
824	0.07580777123
825	0.07571076009
826	0.07564553943
827	0.07558915717
828	0.07549745167
829	0.07544954505
830	0.07536513188
831	0.07526172419
832	0.07519479884
833	0.07512961852
834	0.07507086593
835	0.07496306068
836	0.07479517612
837	0.07472710835
838	0.07465545546
839	0.07460341718
840	0.07448603667
841	0.07436142097
842	0.07430155975
843	0.07416895497
844	0.07411242116
845	0.07398994238
846	0.07388937287
847	0.07381940156
848	0.07377648351
849	0.07372012981
850	0.07357469712
851	0.07348413534
852	0.07339948118
853	0.07329677665
854	0.07320549947
855	0.07314647024
856	0.07304740374
857	0.07289623729
858	0.07277803006
859	0.07272919905
860	0.07259204219
861	0.0724681366
862	0.07236688546
863	0.07232575265
864	0.072186806
865	0.07215036988
866	0.0720076018
867	0.07188306289
868	0.071797336
869	0.07177218616
870	0.07170466971
871	0.0716586193
872	0.07159409181
873	0.07145907938
874	0.07142108042
875	0.07136574602
876	0.07131165029
877	0.07125319289
878	0.07115097464
879	0.07099961181
880	0.07089992942
881	0.0707956794
882	0.07070086932
883	0.07060551575
884	0.07045822712
885	0.07036726006
886	0.0702594422
887	0.07009635246
888	0.07001643189
889	0.06994001631
890	0.06984033824
891	0.06973071958
892	0.06960437867
893	0.06955215994
894	0.06945089426
895	0.06932160038
896	0.06926931177
897	0.06916270085
898	0.06911153701
899	0.06901174536
900	0.06893401255
901	0.06885007979
902	0.06875975596
903	0.06868000271
904	0.06858647082
905	0.06846953319
906	0.06837208189
907	0.06828408814
908	0.06821221452
909	0.06811545359
910	0.06804812749
911	0.0679840363
912	0.06785705616
913	0.0677939058
914	0.06774901647
915	0.06765833889
916	0.06762046573
917	0.0675536209
918	0.06744586618
919	0.0673055445
920	0.0672547452
921	0.06715181745
922	0.06709367114
923	0.06701066317
924	0.06697135527
925	0.0669140412
926	0.06681496843
927	0.06673468983
928	0.06667843905
929	0.0665730578
930	0.0665018675
931	0.06641279656
932	0.06635927292
933	0.06629576225
934	0.06620155846
935	0.06610588222
936	0.06598635842
937	0.06594974383
938	0.06587386417
939	0.0658168393
940	0.06570583918
941	0.06566904319
942	0.06555768073
943	0.06548258784
944	0.06541101291
945	0.06530881251
946	0.0652596444
947	0.06520508514
948	0.06508735796
949	0.06499764638
950	0.06491913266
951	0.06480881496
952	0.06472026208
953	0.06467810686
954	0.06458046259
955	0.064518041
956	0.06443022991
957	0.06438753435
958	0.06427123821
959	0.06419288122
960	0.06407925607
961	0.06401806075
962	0.0639220219
963	0.0638122855
964	0.06371874104
965	0.06360555152
966	0.06348137555
967	0.06344301625
968	0.0633801713
969	0.06328380279
970	0.06322523225
971	0.06313273717
972	0.06301290208
973	0.06295871228
974	0.06286059351
975	0.06278588384
976	0.06273202787
977	0.0626551418
978	0.06255392682
979	0.06243122348
980	0.06238299273
981	0.0623011711
982	0.06219701444
983	0.06214765383
984	0.06204065451
985	0.06194471195
986	0.06180810089
987	0.06174909733
988	0.0616729809
989	0.06161358034
990	0.06153570329
991	0.06146754715
992	0.06141826099
993	0.06134372703
994	0.06129222542
995	0.06118329423
996	0.06109220294
997	0.06103369528
998	0.06092833933
999	0.06085988415
